po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,order_qty,unit_cost,qty_received,qty_rejected,rejection_reason,po_status,calculated_total,mismatch,qty_mismatch_flag
PO021656,S044,P139,W01,2024-04-22,2024-05-12,2024-05-13,506,336.33,502,4.0,Quality Defect,Delayed,506.0,False,False
PO021657,S044,P139,W01,2024-04-30,2024-05-20,2024-05-20,579,336.33,559,20.0,Expired/Near-Expiry,Delivered,579.0,False,False
PO021658,S044,P139,W01,2024-05-12,2024-06-01,2024-06-01,528,336.33,520,,Damaged In Transit,Delivered,,True,True
PO021659,S044,P139,W01,2024-05-24,2024-06-13,2024-06-14,512,336.33,506,6.0,Quality Defect,Delayed,512.0,False,False
PO021660,S044,P139,W01,2024-06-04,2024-07-14,2024-07-14,260,336.33,257,3.0,Damaged In Transit,Delivered,260.0,False,False
PO021661,S044,P139,W01,2024-06-15,2024-07-05,2024-07-05,444,336.33,419,25.0,Expired/Near-Expiry,Partial,444.0,False,False
PO021662,S044,P139,W01,2024-06-26,2024-07-16,2024-07-17,315,336.33,315,,,Delayed,,True,True
PO021663,S044,P139,W01,2024-07-04,2024-07-24,2024-07-25,249,336.33,247,2.0,Expired/Near-Expiry,Delayed,249.0,False,False
PO021664,S044,P139,W01,2024-07-11,2024-07-31,2024-07-31,267,336.33,265,2.0,Quality Defect,Delivered,267.0,False,False
PO021665,S044,P139,W01,2024-07-19,2024-08-08,2024-08-08,613,336.33,605,8.0,Wrong Specification,Delivered,613.0,False,False
PO021666,S044,P139,W01,2024-07-29,2024-08-18,2024-08-19,375,336.33,373,2.0,Quality Defect,Delayed,375.0,False,False
PO021667,S044,P139,W01,2024-08-08,2024-08-28,2024-09-01,291,336.33,291,0.0,,Delayed,291.0,False,False
PO021668,S044,P139,W01,2024-08-19,2024-09-08,2024-09-09,178,336.33,178,0.0,,Delayed,178.0,False,False
PO021669,S044,P139,W01,2024-08-27,2024-09-16,2024-09-18,262,336.33,258,,Quality Defect,Delayed,,True,True
PO021670,S044,P139,W01,2024-09-07,2024-09-27,2024-09-27,402,336.33,398,4.0,Damaged In Transit,Delivered,402.0,False,False
PO021671,S044,P139,W01,2024-09-14,2024-10-04,2024-10-05,381,336.33,376,5.0,Damaged In Transit,Delayed,381.0,False,False
PO021672,S044,P139,W01,2024-09-23,2024-10-13,2024-10-13,485,336.33,479,6.0,Quality Defect,Delivered,485.0,False,False
PO021673,S044,P139,W01,2024-10-06,2024-10-26,2024-10-26,390,336.33,383,7.0,Wrong Specification,Delivered,390.0,False,False
PO021674,S044,P139,W01,2024-10-13,2024-11-02,2024-11-02,454,336.33,448,6.0,Damaged In Transit,Delivered,454.0,False,False
PO021675,S044,P139,W01,2024-10-21,2024-11-10,2024-11-10,365,336.33,362,3.0,Quality Defect,Delivered,365.0,False,False
PO021676,S044,P139,W01,2024-10-28,2024-11-17,2024-11-18,622,336.33,615,7.0,Expired/Near-Expiry,Delayed,622.0,False,False
PO021677,S044,P139,W01,2024-11-08,2024-11-28,2024-11-28,326,336.33,322,4.0,Quality Defect,Delivered,326.0,False,False
PO021678,S044,P139,W01,2024-11-18,2024-12-08,2024-12-08,523,336.33,514,9.0,Damaged In Transit,Delivered,523.0,False,False
PO021679,S044,P139,W01,2024-12-01,2024-12-21,2024-12-22,561,336.33,556,5.0,Wrong Specification,Delayed,561.0,False,False
PO021680,S044,P139,W01,2024-12-08,2024-12-28,2024-12-29,457,336.33,452,5.0,Quality Defect,Delayed,457.0,False,False
PO021681,S044,P139,W01,2024-12-16,2025-01-18,2025-01-18,374,336.33,370,,Quality Defect,Delivered,,True,True
PO021682,S044,P139,W01,2024-12-26,2025-01-30,2025-02-05,484,336.33,482,2.0,Damaged In Transit,Delayed,484.0,False,False
PO021683,S044,P139,W01,2025-01-04,2025-01-24,2025-01-24,263,336.33,261,2.0,Damaged In Transit,Delivered,263.0,False,False
PO021684,S044,P139,W01,2025-01-15,2025-02-04,2025-02-05,508,336.33,502,6.0,Quality Defect,Delayed,508.0,False,False
PO021685,S044,P139,W01,2025-01-25,2025-02-14,2025-02-15,130,336.33,130,0.0,,Delayed,130.0,False,False
PO021686,S044,P139,W01,2025-02-03,2025-02-23,2025-02-23,381,336.33,379,2.0,Quality Defect,Delivered,381.0,False,False
PO021687,S044,P139,W01,2025-02-10,2025-03-02,2025-03-03,452,336.33,447,5.0,Wrong Specification,Delayed,452.0,False,False
PO021688,S044,P139,W01,2025-02-20,2025-03-12,2025-03-12,406,336.33,401,5.0,Quality Defect,Delivered,406.0,False,False
PO021689,S044,P139,W01,2025-03-01,2025-03-21,2025-03-21,316,336.33,313,3.0,Wrong Specification,Delivered,316.0,False,False
PO021690,S044,P139,W01,2025-03-13,2025-04-02,2025-04-02,179,336.33,176,3.0,Quality Defect,Delivered,179.0,False,False
PO021691,S044,P139,W01,2025-03-24,2025-04-13,2025-04-14,461,336.33,453,8.0,Quality Defect,Delayed,461.0,False,False
PO021692,S044,P139,W01,2025-04-05,2025-04-25,2025-04-25,397,336.33,390,7.0,Damaged In Transit,Delivered,397.0,False,False
PO021693,S044,P139,W01,2025-04-15,2025-05-05,2025-05-10,356,336.33,354,2.0,Quality Defect,Delayed,356.0,False,False
PO021694,S044,P139,W01,2025-04-26,2025-05-16,2025-05-16,509,336.33,503,,Quality Defect,Delivered,,True,True
PO021695,S044,P139,W01,2025-05-05,2025-05-25,2025-05-26,283,336.33,281,2.0,Expired/Near-Expiry,Delayed,283.0,False,False
PO021696,S044,P139,W01,2025-05-16,2025-06-05,2025-06-05,436,336.33,429,7.0,Wrong Specification,Delivered,436.0,False,False
PO021697,S044,P139,W01,2025-05-29,2025-06-18,2025-06-18,622,336.33,619,3.0,Quality Defect,Delivered,622.0,False,False
PO021698,S044,P139,W01,2025-06-11,2025-07-01,2025-07-02,511,336.33,504,7.0,Quality Defect,Delayed,511.0,False,False
PO021699,S044,P139,W01,2025-06-20,2025-07-10,2025-07-10,581,336.33,570,11.0,Damaged In Transit,Delivered,581.0,False,False
PO021700,S044,P139,W01,2025-06-28,2025-07-18,2025-07-18,350,336.33,341,9.0,Quality Defect,Delivered,350.0,False,False
PO021701,S044,P139,W01,2025-07-05,2025-07-25,2025-07-25,515,336.33,507,8.0,Wrong Specification,Delivered,515.0,False,False
PO021702,S044,P139,W01,2025-07-14,2025-08-03,2025-08-03,286,336.33,282,4.0,Quality Defect,Delivered,286.0,False,False
PO021703,S044,P139,W01,2025-07-24,2025-08-13,2025-08-13,354,336.33,349,5.0,Quality Defect,Delivered,354.0,False,False
PO021704,S044,P139,W01,2025-07-31,2025-08-20,2025-08-20,470,336.33,467,3.0,Quality Defect,Delivered,470.0,False,False
PO021705,S044,P139,W01,2025-08-12,2025-09-01,2025-09-01,342,336.33,337,5.0,Quality Defect,Delivered,342.0,False,False
PO021706,S044,P139,W01,2025-08-22,2025-09-11,2025-09-15,362,336.33,359,3.0,Wrong Specification,Delayed,362.0,False,False
PO021707,S044,P139,W01,2025-08-31,2025-09-20,2025-09-20,383,336.33,380,3.0,Damaged In Transit,Delivered,383.0,False,False
PO021708,S044,P139,W01,2025-09-11,2025-10-01,2025-10-01,313,336.33,311,2.0,Expired/Near-Expiry,Delivered,313.0,False,False
PO021709,S044,P139,W01,2025-09-22,2025-10-12,2025-10-12,398,336.33,392,6.0,Quality Defect,Delivered,398.0,False,False
PO021710,S044,P139,W01,2025-10-03,2025-10-23,2025-10-23,182,336.33,178,4.0,Damaged In Transit,Delivered,182.0,False,False
PO021711,S044,P139,W01,2025-10-15,2025-11-04,2025-11-05,630,336.33,622,8.0,Wrong Specification,Delayed,630.0,False,False
PO021712,S044,P139,W01,2025-10-23,2025-11-12,2025-11-12,437,336.33,432,,Wrong Specification,Delivered,,True,True
PO021713,S044,P139,W01,2025-11-03,2025-11-23,2025-11-23,708,336.33,700,8.0,Wrong Specification,Delivered,708.0,False,False
PO021714,S044,P139,W01,2025-11-16,2025-12-06,2025-12-06,329,336.33,325,4.0,Quality Defect,Delivered,329.0,False,False
PO021715,S044,P139,W01,2025-11-28,2025-12-18,2025-12-18,481,336.33,479,2.0,Expired/Near-Expiry,Delivered,481.0,False,False
PO021716,S044,P139,W01,2025-12-09,2025-12-29,2025-12-30,278,336.33,274,4.0,Quality Defect,Delayed,278.0,False,False
PO021717,S044,P139,W01,2025-12-18,2026-01-07,,227,336.33,0,,Wrong Specification,Pending,,True,True
PO021718,S044,P139,W02,2024-01-10,2024-01-30,2024-01-30,231,336.33,229,2.0,Quality Defect,Delivered,231.0,False,False
PO021719,S044,P139,W02,2024-01-20,2024-02-09,2024-02-09,332,336.33,330,2.0,Quality Defect,Delivered,332.0,False,False
PO021720,S044,P139,W02,2024-01-30,2024-02-19,2024-02-19,476,336.33,473,3.0,Damaged In Transit,Delivered,476.0,False,False
PO021721,S044,P139,W02,2024-02-07,2024-02-27,2024-02-27,162,336.33,161,1.0,Wrong Specification,Delivered,162.0,False,False
PO021722,S044,P139,W02,2024-02-19,2024-03-10,2024-03-10,354,336.33,349,5.0,Quality Defect,Delivered,354.0,False,False
PO021723,S044,P139,W02,2024-02-28,2024-03-19,2024-03-24,278,336.33,273,5.0,Quality Defect,Delayed,278.0,False,False
PO021724,S044,P139,W02,2024-03-12,2024-04-01,2024-04-01,244,336.33,241,3.0,Wrong Specification,Delivered,244.0,False,False
PO021725,S044,P139,W02,2024-03-23,2024-04-12,2024-04-13,497,336.33,491,6.0,Wrong Specification,Delayed,497.0,False,False
PO021726,S044,P139,W02,2024-04-05,2024-04-25,2024-04-25,563,336.33,550,13.0,Expired/Near-Expiry,Delivered,563.0,False,False
PO021727,S044,P139,W02,2024-04-17,2024-05-07,2024-05-08,474,336.33,466,8.0,Quality Defect,Delayed,474.0,False,False
PO021728,S044,P139,W02,2024-04-30,2024-05-20,2024-05-21,418,336.33,404,14.0,Quality Defect,Delayed,418.0,False,False
PO021729,S044,P139,W02,2024-05-08,2024-05-28,2024-05-28,448,336.33,436,12.0,Wrong Specification,Delivered,448.0,False,False
PO021730,S044,P139,W02,2024-05-20,2024-06-09,2024-06-10,674,336.33,648,,Quality Defect,Delayed,,True,True
PO021731,S044,P139,W02,2024-05-27,2024-06-16,2024-06-16,447,336.33,441,6.0,Quality Defect,Delivered,447.0,False,False
PO021732,S044,P139,W02,2024-06-07,2024-07-21,2024-07-21,461,336.33,452,9.0,Quality Defect,Delivered,461.0,False,False
PO021733,S044,P139,W02,2024-06-20,2024-07-10,2024-07-10,447,336.33,440,7.0,Quality Defect,Delivered,447.0,False,False
PO021734,S044,P139,W02,2024-07-02,2024-07-22,2024-07-22,514,336.33,514,0.0,,Delivered,514.0,False,False
PO021735,S044,P139,W02,2024-07-12,2024-08-01,2024-08-01,459,336.33,447,12.0,Quality Defect,Delivered,459.0,False,False
PO021736,S044,P139,W02,2024-07-22,2024-08-11,2024-08-11,178,336.33,177,,Wrong Specification,Delivered,,True,True
PO021737,S044,P139,W02,2024-08-04,2024-08-24,2024-08-24,510,336.33,506,4.0,Expired/Near-Expiry,Delivered,510.0,False,False
PO021738,S044,P139,W02,2024-08-17,2024-09-18,2024-09-18,339,336.33,335,4.0,Damaged In Transit,Delivered,339.0,False,False
PO021739,S044,P139,W02,2024-08-26,2024-09-15,2024-09-15,278,336.33,276,2.0,Damaged In Transit,Delivered,278.0,False,False
PO021740,S044,P139,W02,2024-09-05,2024-09-25,2024-09-30,604,336.33,591,13.0,Quality Defect,Delayed,604.0,False,False
PO021741,S044,P139,W02,2024-09-18,2024-10-30,2024-10-31,212,336.33,210,2.0,Quality Defect,Delayed,212.0,False,False
PO021742,S044,P139,W02,2024-09-28,2024-10-18,2024-10-23,462,336.33,456,6.0,Expired/Near-Expiry,Delayed,462.0,False,False
PO021743,S044,P139,W02,2024-10-07,2024-11-14,2024-11-18,337,336.33,333,,Expired/Near-Expiry,Delayed,,True,True
PO021744,S044,P139,W02,2024-10-18,2024-11-07,2024-11-08,413,336.33,407,6.0,Quality Defect,Delayed,413.0,False,False
PO021745,S044,P139,W02,2024-10-30,2024-11-19,2024-11-23,530,336.33,522,8.0,Damaged In Transit,Delayed,530.0,False,False
PO021746,S044,P139,W02,2024-11-09,2024-11-29,2024-11-30,582,336.33,572,10.0,Expired/Near-Expiry,Delayed,582.0,False,False
PO021747,S044,P139,W02,2024-11-22,2024-12-12,2024-12-13,293,336.33,292,1.0,Quality Defect,Delayed,293.0,False,False
PO021748,S044,P139,W02,2024-12-04,2024-12-24,2024-12-24,495,336.33,489,6.0,Damaged In Transit,Delivered,495.0,False,False
PO021749,S044,P139,W02,2024-12-14,2025-01-03,2025-01-04,351,336.33,344,7.0,Quality Defect,Delayed,351.0,False,False
PO021750,S044,P139,W02,2024-12-21,2025-01-10,2025-01-11,482,336.33,477,5.0,Damaged In Transit,Delayed,482.0,False,False
PO021751,S044,P139,W02,2025-01-03,2025-01-23,2025-01-23,224,336.33,222,,Damaged In Transit,Delivered,,True,True
PO021752,S044,P139,W02,2025-01-12,2025-02-01,2025-02-01,449,336.33,441,8.0,Quality Defect,Delivered,449.0,False,False
PO021753,S044,P139,W02,2025-01-21,2025-02-10,2025-02-10,441,336.33,436,5.0,Quality Defect,Delivered,441.0,False,False
PO021754,S044,P139,W02,2025-02-02,2025-02-22,2025-02-22,302,336.33,300,2.0,Quality Defect,Delivered,302.0,False,False
PO021755,S044,P139,W02,2025-02-14,2025-03-06,2025-03-06,562,336.33,548,14.0,Quality Defect,Delivered,562.0,False,False
PO021756,S044,P139,W02,2025-02-21,2025-03-13,2025-03-13,395,336.33,387,8.0,Damaged In Transit,Delivered,395.0,False,False
PO021757,S044,P139,W02,2025-02-28,2025-03-20,2025-03-20,564,336.33,553,11.0,Quality Defect,Delivered,564.0,False,False
PO021758,S044,P139,W02,2025-03-12,2025-04-01,2025-04-01,359,336.33,357,2.0,Quality Defect,Delivered,359.0,False,False
PO021759,S044,P139,W02,2025-03-24,2025-04-13,2025-04-13,316,336.33,313,3.0,Expired/Near-Expiry,Delivered,316.0,False,False
PO021760,S044,P139,W02,2025-03-31,2025-04-20,2025-04-21,363,336.33,360,3.0,Damaged In Transit,Delayed,363.0,False,False
PO021761,S044,P139,W02,2025-04-13,2025-05-03,2025-05-03,434,336.33,431,3.0,Quality Defect,Delivered,434.0,False,False
PO021762,S044,P139,W02,2025-04-22,2025-05-12,2025-05-12,483,336.33,479,,Quality Defect,Delivered,,True,True
PO021763,S044,P139,W02,2025-05-05,2025-05-25,2025-05-26,407,336.33,402,5.0,Quality Defect,Delayed,407.0,False,False
PO021764,S044,P139,W02,2025-05-16,2025-06-05,2025-06-05,283,336.33,277,6.0,Quality Defect,Delivered,283.0,False,False
PO021765,S044,P139,W02,2025-05-23,2025-07-02,2025-07-02,356,336.33,352,4.0,Expired/Near-Expiry,Delivered,356.0,False,False
PO021766,S044,P139,W02,2025-06-05,2025-06-25,2025-06-25,165,336.33,164,1.0,Quality Defect,Delivered,165.0,False,False
PO021767,S044,P139,W02,2025-06-18,2025-07-08,2025-07-08,526,336.33,521,5.0,Quality Defect,Delivered,526.0,False,False
PO021768,S044,P139,W02,2025-06-25,2025-07-15,2025-07-15,582,336.33,559,23.0,Expired/Near-Expiry,Delivered,582.0,False,False
PO021769,S044,P139,W02,2025-07-08,2025-07-28,2025-07-28,309,336.33,298,11.0,Expired/Near-Expiry,Delivered,309.0,False,False
PO021770,S044,P139,W02,2025-07-18,2025-08-07,2025-08-07,215,336.33,210,5.0,Wrong Specification,Delivered,215.0,False,False
PO021771,S044,P139,W02,2025-07-26,2025-08-15,2025-08-15,239,336.33,236,3.0,Quality Defect,Delivered,239.0,False,False
PO021772,S044,P139,W02,2025-08-05,2025-08-25,2025-08-25,407,336.33,401,6.0,Damaged In Transit,Delivered,407.0,False,False
PO021773,S044,P139,W02,2025-08-16,2025-09-05,2025-09-05,607,336.33,601,6.0,Damaged In Transit,Delivered,607.0,False,False
PO021774,S044,P139,W02,2025-08-29,2025-09-18,2025-09-19,441,336.33,433,8.0,Damaged In Transit,Delayed,441.0,False,False
PO021775,S044,P139,W02,2025-09-09,2025-09-29,2025-10-02,528,336.33,517,11.0,Damaged In Transit,Delayed,528.0,False,False
PO021776,S044,P139,W02,2025-09-21,2025-10-11,2025-10-11,417,336.33,412,,Damaged In Transit,Delivered,,True,True
PO021777,S044,P139,W02,2025-10-01,2025-11-05,2025-11-05,415,336.33,409,6.0,Wrong Specification,Delivered,415.0,False,False
PO021778,S044,P139,W02,2025-10-14,2025-11-03,2025-11-03,407,336.33,405,2.0,Quality Defect,Delivered,407.0,False,False
PO021779,S044,P139,W02,2025-10-26,2025-11-15,2025-11-15,491,336.33,485,6.0,Wrong Specification,Delivered,491.0,False,False
PO021780,S044,P139,W02,2025-11-06,2025-11-26,2025-11-26,155,336.33,152,3.0,Quality Defect,Delivered,155.0,False,False
PO021781,S044,P139,W02,2025-11-13,2025-12-03,2025-12-03,642,336.33,632,10.0,Damaged In Transit,Delivered,642.0,False,False
PO021782,S044,P139,W02,2025-11-20,2025-12-10,2025-12-10,337,336.33,329,8.0,Damaged In Transit,Delivered,337.0,False,False
PO021783,S044,P139,W02,2025-11-29,2025-12-19,2025-12-20,564,336.33,558,6.0,Expired/Near-Expiry,Delayed,564.0,False,False
PO021784,S044,P139,W02,2025-12-11,2025-12-31,,278,336.33,0,0.0,Wrong Specification,Pending,0.0,True,True
PO021785,S044,P139,W02,2025-12-20,2026-01-09,,447,336.33,0,0.0,Damaged In Transit,Pending,0.0,True,True
PO021786,S044,P139,W03,2024-01-07,2024-01-27,2024-01-28,126,336.33,124,2.0,Damaged In Transit,Delayed,126.0,False,False
PO021787,S044,P139,W03,2024-01-20,2024-02-09,2024-02-09,660,336.33,651,9.0,Damaged In Transit,Delivered,660.0,False,False
PO021788,S044,P139,W03,2024-01-29,2024-02-18,2024-02-19,535,336.33,521,14.0,Quality Defect,Delayed,535.0,False,False
PO021789,S044,P139,W03,2024-02-05,2024-02-25,2024-02-26,369,336.33,364,5.0,Wrong Specification,Delayed,369.0,False,False
PO021790,S044,P139,W03,2024-02-13,2024-03-04,2024-03-05,473,336.33,468,5.0,Expired/Near-Expiry,Delayed,473.0,False,False
PO021791,S044,P139,W03,2024-02-26,2024-03-17,2024-03-18,375,336.33,368,7.0,Expired/Near-Expiry,Delayed,375.0,False,False
PO021792,S044,P139,W03,2024-03-05,2024-03-25,2024-03-29,505,336.33,501,,Damaged In Transit,Delayed,,True,True
PO021793,S044,P139,W03,2024-03-16,2024-04-05,2024-04-05,507,336.33,499,8.0,Quality Defect,Delivered,507.0,False,False
PO021794,S044,P139,W03,2024-03-24,2024-04-13,2024-04-14,524,336.33,519,5.0,Quality Defect,Delayed,524.0,False,False
PO021795,S044,P139,W03,2024-03-31,2024-04-20,2024-04-20,424,336.33,414,,Quality Defect,Delivered,,True,True
PO021796,S044,P139,W03,2024-04-08,2024-04-28,2024-04-28,600,336.33,590,10.0,Wrong Specification,Delivered,600.0,False,False
PO021797,S044,P139,W03,2024-04-21,2024-05-11,2024-05-11,369,336.33,366,3.0,Wrong Specification,Delivered,369.0,False,False
PO021798,S044,P139,W03,2024-04-30,2024-05-20,2024-05-20,449,336.33,433,16.0,Wrong Specification,Delivered,449.0,False,False
PO021799,S044,P139,W03,2024-05-10,2024-05-30,2024-05-30,428,336.33,426,,Quality Defect,Delivered,,True,True
PO021800,S044,P139,W03,2024-05-19,2024-06-08,2024-06-08,451,336.33,425,26.0,Damaged In Transit,Partial,451.0,False,False
PO021801,S044,P139,W03,2024-05-27,2024-06-16,2024-06-19,495,336.33,489,6.0,Expired/Near-Expiry,Delayed,495.0,False,False
PO021802,S044,P139,W03,2024-06-05,2024-06-25,2024-06-25,160,336.33,159,1.0,Expired/Near-Expiry,Delivered,160.0,False,False
PO021803,S044,P139,W03,2024-06-14,2024-07-04,2024-07-04,614,336.33,608,6.0,Expired/Near-Expiry,Delivered,614.0,False,False
PO021804,S044,P139,W03,2024-06-27,2024-07-17,2024-07-17,209,336.33,209,0.0,,Delivered,209.0,False,False
PO021805,S044,P139,W03,2024-07-09,2024-07-29,2024-07-30,282,336.33,280,2.0,Wrong Specification,Delayed,282.0,False,False
PO021806,S044,P139,W03,2024-07-20,2024-08-09,2024-08-13,563,336.33,559,4.0,Quality Defect,Delayed,563.0,False,False
PO021807,S044,P139,W03,2024-07-27,2024-08-16,2024-08-16,317,336.33,314,3.0,Damaged In Transit,Delivered,317.0,False,False
PO021808,S044,P139,W03,2024-08-04,2024-08-24,2024-08-25,388,336.33,382,6.0,Wrong Specification,Delayed,388.0,False,False
PO021809,S044,P139,W03,2024-08-16,2024-09-05,2024-09-05,303,336.33,301,2.0,Damaged In Transit,Delivered,303.0,False,False
PO021810,S044,P139,W03,2024-08-27,2024-09-16,2024-09-16,365,336.33,359,,Quality Defect,Delivered,,True,True
PO021811,S044,P139,W03,2024-09-08,2024-09-28,2024-09-29,488,336.33,485,3.0,Quality Defect,Delayed,488.0,False,False
PO021812,S044,P139,W03,2024-09-16,2024-10-06,2024-10-06,433,336.33,429,4.0,Wrong Specification,Delivered,433.0,False,False
PO021813,S044,P139,W03,2024-09-26,2024-10-16,2024-10-16,435,336.33,427,8.0,Wrong Specification,Delivered,435.0,False,False
PO021814,S044,P139,W03,2024-10-06,2024-10-26,2024-10-26,545,336.33,536,9.0,Expired/Near-Expiry,Delivered,545.0,False,False
PO021815,S044,P139,W03,2024-10-16,2024-11-05,2024-11-06,265,336.33,262,3.0,Quality Defect,Delayed,265.0,False,False
PO021816,S044,P139,W03,2024-10-24,2024-11-13,2024-11-13,545,336.33,537,8.0,Quality Defect,Delivered,545.0,False,False
PO021817,S044,P139,W03,2024-11-03,2024-11-23,2024-11-23,349,336.33,343,6.0,Expired/Near-Expiry,Delivered,349.0,False,False
PO021818,S044,P139,W03,2024-11-14,2024-12-04,2024-12-04,603,336.33,596,7.0,Damaged In Transit,Delivered,603.0,False,False
PO021819,S044,P139,W03,2024-11-22,2024-12-12,2024-12-13,202,336.33,200,2.0,Quality Defect,Delayed,202.0,False,False
PO021820,S044,P139,W03,2024-11-30,2024-12-20,2024-12-21,314,336.33,311,3.0,Quality Defect,Delayed,314.0,False,False
PO021821,S044,P139,W03,2024-12-11,2024-12-31,2025-01-01,547,336.33,541,6.0,Quality Defect,Delayed,547.0,False,False
PO021822,S044,P139,W03,2024-12-20,2025-01-09,2025-01-09,378,336.33,374,,Wrong Specification,Delivered,,True,True
PO021823,S044,P139,W03,2024-12-27,2025-01-16,2025-01-17,387,336.33,378,9.0,Damaged In Transit,Delayed,387.0,False,False
PO021824,S044,P139,W03,2025-01-06,2025-01-26,2025-01-27,469,336.33,458,11.0,Expired/Near-Expiry,Delayed,469.0,False,False
PO021825,S044,P139,W03,2025-01-16,2025-02-05,2025-02-05,429,336.33,422,7.0,Quality Defect,Delivered,429.0,False,False
PO021826,S044,P139,W03,2025-01-25,2025-02-14,2025-02-14,274,336.33,269,5.0,Wrong Specification,Delivered,274.0,False,False
PO021827,S044,P139,W03,2025-02-05,2025-02-25,2025-02-25,289,336.33,287,2.0,Damaged In Transit,Delivered,289.0,False,False
PO021828,S044,P139,W03,2025-02-14,2025-03-06,2025-03-06,532,336.33,529,3.0,Quality Defect,Delivered,532.0,False,False
PO021829,S044,P139,W03,2025-02-26,2025-03-18,2025-03-18,251,336.33,248,3.0,Expired/Near-Expiry,Delivered,251.0,False,False
PO021830,S044,P139,W03,2025-03-06,2025-03-26,2025-03-27,429,336.33,422,7.0,Quality Defect,Delayed,429.0,False,False
PO021831,S044,P139,W03,2025-03-17,2025-04-06,2025-04-06,447,336.33,443,4.0,Expired/Near-Expiry,Delivered,447.0,False,False
PO021832,S044,P139,W03,2025-03-25,2025-04-14,2025-04-15,210,336.33,208,2.0,Quality Defect,Delayed,210.0,False,False
PO021833,S044,P139,W03,2025-04-04,2025-04-24,2025-04-24,558,336.33,550,8.0,Expired/Near-Expiry,Delivered,558.0,False,False
PO021834,S044,P139,W03,2025-04-13,2025-05-03,2025-05-04,473,336.33,469,4.0,Quality Defect,Delayed,473.0,False,False
PO021835,S044,P139,W03,2025-04-24,2025-05-14,2025-05-14,372,336.33,364,8.0,Wrong Specification,Delivered,372.0,False,False
PO021836,S044,P139,W03,2025-05-05,2025-05-25,2025-05-26,484,336.33,472,12.0,Damaged In Transit,Delayed,484.0,False,False
PO021837,S044,P139,W03,2025-05-12,2025-06-01,2025-06-02,397,336.33,391,6.0,Quality Defect,Delayed,397.0,False,False
PO021838,S044,P139,W03,2025-05-24,2025-06-13,2025-06-13,314,336.33,310,4.0,Quality Defect,Delivered,314.0,False,False
PO021839,S044,P139,W03,2025-06-05,2025-06-25,2025-06-29,553,336.33,543,10.0,Quality Defect,Delayed,553.0,False,False
PO021840,S044,P139,W03,2025-06-16,2025-07-06,2025-07-07,397,336.33,394,3.0,Damaged In Transit,Delayed,397.0,False,False
PO021841,S044,P139,W03,2025-06-26,2025-07-16,2025-07-16,398,336.33,391,7.0,Expired/Near-Expiry,Delivered,398.0,False,False
PO021842,S044,P139,W03,2025-07-03,2025-07-23,2025-07-23,402,336.33,395,7.0,Quality Defect,Delivered,402.0,False,False
PO021843,S044,P139,W03,2025-07-14,2025-08-03,2025-08-03,533,336.33,529,4.0,Damaged In Transit,Delivered,533.0,False,False
PO021844,S044,P139,W03,2025-07-23,2025-08-12,2025-08-12,467,336.33,461,,Damaged In Transit,Delivered,,True,True
PO021845,S044,P139,W03,2025-08-01,2025-08-21,2025-08-21,497,336.33,489,,Wrong Specification,Delivered,,True,True
PO021846,S044,P139,W03,2025-08-10,2025-08-30,2025-08-30,476,336.33,467,,Wrong Specification,Delivered,,True,True
PO021847,S044,P139,W03,2025-08-23,2025-09-12,2025-09-12,372,336.33,371,1.0,Quality Defect,Delivered,372.0,False,False
PO021848,S044,P139,W03,2025-09-01,2025-09-21,2025-09-22,655,336.33,646,9.0,Damaged In Transit,Delayed,655.0,False,False
PO021849,S044,P139,W03,2025-09-08,2025-09-28,2025-09-28,303,336.33,295,8.0,Damaged In Transit,Delivered,303.0,False,False
PO021850,S044,P139,W03,2025-09-17,2025-10-07,2025-10-10,320,336.33,313,7.0,Quality Defect,Delayed,320.0,False,False
PO021851,S044,P139,W03,2025-09-30,2025-11-01,2025-11-02,418,336.33,416,2.0,Expired/Near-Expiry,Delayed,418.0,False,False
PO021852,S044,P139,W03,2025-10-08,2025-10-28,2025-10-28,383,336.33,377,6.0,Damaged In Transit,Delivered,383.0,False,False
PO021853,S044,P139,W03,2025-10-15,2025-11-04,2025-11-04,501,336.33,489,12.0,Quality Defect,Delivered,501.0,False,False
PO021854,S044,P139,W03,2025-10-25,2025-11-14,2025-11-14,312,336.33,309,3.0,Damaged In Transit,Delivered,312.0,False,False
PO021855,S044,P139,W03,2025-11-01,2025-11-21,2025-11-21,438,336.33,432,6.0,Damaged In Transit,Delivered,438.0,False,False
PO021856,S044,P139,W03,2025-11-08,2025-11-28,2025-11-28,347,336.33,342,5.0,Quality Defect,Delivered,347.0,False,False
PO021857,S044,P139,W03,2025-11-17,2025-12-07,2025-12-07,185,336.33,184,1.0,Expired/Near-Expiry,Delivered,185.0,False,False
PO021858,S044,P139,W03,2025-11-26,2025-12-16,2025-12-16,486,336.33,480,6.0,Quality Defect,Delivered,486.0,False,False
PO021859,S044,P139,W03,2025-12-04,2025-12-24,2025-12-24,457,336.33,452,5.0,Quality Defect,Delivered,457.0,False,False
PO021860,S044,P139,W03,2025-12-16,2026-01-05,,185,336.33,0,0.0,Wrong Specification,Pending,0.0,True,True
PO021861,S044,P139,W03,2025-12-26,2026-01-15,,60,336.33,0,0.0,,Pending,0.0,True,True
